0.000000000000000000e+00,1.948386192321777344e+00,1.366002559661865234e-01,1.933439493179321289e+00,8.243976533412933350e-02,1.933439493179321289e+00,8.243976533412933350e-02,1.933439493179321289e+00,8.243976533412933350e-02,1.933439493179321289e+00
1.948386192321777344e+00,0.000000000000000000e+00,1.954167723655700684e+00,5.659823864698410034e-02,1.940346360206604004e+00,5.659823864698410034e-02,1.940346360206604004e+00,5.659823864698410034e-02,1.940346360206604004e+00,5.659823864698410034e-02
1.366002559661865234e-01,1.954167723655700684e+00,0.000000000000000000e+00,1.943829417228698730e+00,6.481696665287017822e-02,1.943829417228698730e+00,6.481696665287017822e-02,1.943829417228698730e+00,6.481696665287017822e-02,1.943829417228698730e+00
1.933439493179321289e+00,5.659823864698410034e-02,1.943829417228698730e+00,0.000000000000000000e+00,1.925508499145507812e+00,-0.000000000000000000e+00,1.925508499145507812e+00,-0.000000000000000000e+00,1.925508499145507812e+00,-0.000000000000000000e+00
8.243976533412933350e-02,1.940346360206604004e+00,6.481696665287017822e-02,1.925508499145507812e+00,0.000000000000000000e+00,1.925508499145507812e+00,-0.000000000000000000e+00,1.925508499145507812e+00,-0.000000000000000000e+00,1.925508499145507812e+00
1.933439493179321289e+00,5.659823864698410034e-02,1.943829417228698730e+00,-0.000000000000000000e+00,1.925508499145507812e+00,0.000000000000000000e+00,1.925508499145507812e+00,-0.000000000000000000e+00,1.925508499145507812e+00,-0.000000000000000000e+00
8.243976533412933350e-02,1.940346360206604004e+00,6.481696665287017822e-02,1.925508499145507812e+00,-0.000000000000000000e+00,1.925508499145507812e+00,0.000000000000000000e+00,1.925508499145507812e+00,-0.000000000000000000e+00,1.925508499145507812e+00
1.933439493179321289e+00,5.659823864698410034e-02,1.943829417228698730e+00,-0.000000000000000000e+00,1.925508499145507812e+00,-0.000000000000000000e+00,1.925508499145507812e+00,0.000000000000000000e+00,1.925508499145507812e+00,-0.000000000000000000e+00
8.243976533412933350e-02,1.940346360206604004e+00,6.481696665287017822e-02,1.925508499145507812e+00,-0.000000000000000000e+00,1.925508499145507812e+00,-0.000000000000000000e+00,1.925508499145507812e+00,0.000000000000000000e+00,1.925508499145507812e+00
1.933439493179321289e+00,5.659823864698410034e-02,1.943829417228698730e+00,-0.000000000000000000e+00,1.925508499145507812e+00,-0.000000000000000000e+00,1.925508499145507812e+00,-0.000000000000000000e+00,1.925508499145507812e+00,0.000000000000000000e+00
